date,realtime_start,realtime_end,DTWEXBGS
2020-02-14,2025-05-17,2025-05-17,116.42
2020-02-17,2025-05-17,2025-05-17,
2020-02-18,2025-05-17,2025-05-17,116.6016
2020-02-19,2025-05-17,2025-05-17,116.7802
2020-02-20,2025-05-17,2025-05-17,117.2434
2020-02-21,2025-05-17,2025-05-17,117.0456
2020-02-24,2025-05-17,2025-05-17,117.401
2020-02-25,2025-05-17,2025-05-17,117.2417
2020-02-26,2025-05-17,2025-05-17,117.4048
2020-02-27,2025-05-17,2025-05-17,117.3686
2020-02-28,2025-05-17,2025-05-17,117.6573
2020-03-02,2025-05-17,2025-05-17,116.8148
2020-03-03,2025-05-17,2025-05-17,116.4958
2020-03-04,2025-05-17,2025-05-17,116.7799
2020-03-05,2025-05-17,2025-05-17,116.7913
2020-03-06,2025-05-17,2025-05-17,116.7132
2020-03-09,2025-05-17,2025-05-17,117.1927
2020-03-10,2025-05-17,2025-05-17,117.9082
2020-03-11,2025-05-17,2025-05-17,118.2564
2020-03-12,2025-05-17,2025-05-17,120.4945
2020-03-13,2025-05-17,2025-05-17,120.4439
2020-03-16,2025-05-17,2025-05-17,120.9417
2020-03-17,2025-05-17,2025-05-17,122.4875
2020-03-18,2025-05-17,2025-05-17,124.1693
2020-03-19,2025-05-17,2025-05-17,125.0662
2020-03-20,2025-05-17,2025-05-17,124.9425
2020-03-23,2025-05-17,2025-05-17,126.1342
2020-03-24,2025-05-17,2025-05-17,125.5092
2020-03-25,2025-05-17,2025-05-17,124.7995
2020-03-26,2025-05-17,2025-05-17,122.4384
2020-03-27,2025-05-17,2025-05-17,122.4097
2020-03-30,2025-05-17,2025-05-17,123.2997
2020-03-31,2025-05-17,2025-05-17,122.5394
2020-04-01,2025-05-17,2025-05-17,123.8033
2020-04-02,2025-05-17,2025-05-17,123.5994
2020-04-03,2025-05-17,2025-05-17,124.4237
2020-04-06,2025-05-17,2025-05-17,124.1692
2020-04-07,2025-05-17,2025-05-17,123.1038
2020-04-08,2025-05-17,2025-05-17,123.2299
2020-04-09,2025-05-17,2025-05-17,122.4834
2020-04-10,2025-05-17,2025-05-17,122.1668
2020-04-13,2025-05-17,2025-05-17,122.5282
2020-04-14,2025-05-17,2025-05-17,122.1204
2020-04-15,2025-05-17,2025-05-17,123.084
2020-04-16,2025-05-17,2025-05-17,123.4698
2020-04-17,2025-05-17,2025-05-17,122.8791
2020-04-20,2025-05-17,2025-05-17,123.1121
2020-04-21,2025-05-17,2025-05-17,123.9207
2020-04-22,2025-05-17,2025-05-17,123.9354
2020-04-23,2025-05-17,2025-05-17,123.7645
2020-04-24,2025-05-17,2025-05-17,124.172
2020-04-27,2025-05-17,2025-05-17,123.8954
2020-04-28,2025-05-17,2025-05-17,123.3794
2020-04-29,2025-05-17,2025-05-17,122.7877
2020-04-30,2025-05-17,2025-05-17,122.3375
2020-05-01,2025-05-17,2025-05-17,123.1615
2020-05-04,2025-05-17,2025-05-17,123.2224
2020-05-05,2025-05-17,2025-05-17,122.8117
2020-05-06,2025-05-17,2025-05-17,123.6188
2020-05-07,2025-05-17,2025-05-17,123.1339
2020-05-08,2025-05-17,2025-05-17,122.5465
2020-05-11,2025-05-17,2025-05-17,123.2423
2020-05-12,2025-05-17,2025-05-17,123.0694
2020-05-13,2025-05-17,2025-05-17,123.5512
2020-05-14,2025-05-17,2025-05-17,123.6524
2020-05-15,2025-05-17,2025-05-17,123.608
2020-05-18,2025-05-17,2025-05-17,122.8055
2020-05-19,2025-05-17,2025-05-17,122.5744
2020-05-20,2025-05-17,2025-05-17,122.1093
2020-05-21,2025-05-17,2025-05-17,122.099
2020-05-22,2025-05-17,2025-05-17,122.3278
2020-05-25,2025-05-17,2025-05-17,
2020-05-26,2025-05-17,2025-05-17,121.3933
2020-05-27,2025-05-17,2025-05-17,121.5741
2020-05-28,2025-05-17,2025-05-17,121.0207
2020-05-29,2025-05-17,2025-05-17,120.953
2020-06-01,2025-05-17,2025-05-17,120.2753
2020-06-02,2025-05-17,2025-05-17,119.692
2020-06-03,2025-05-17,2025-05-17,119.2625
2020-06-04,2025-05-17,2025-05-17,119.3094
2020-06-05,2025-05-17,2025-05-17,118.8202
2020-06-08,2025-05-17,2025-05-17,118.6687
2020-06-09,2025-05-17,2025-05-17,118.5967
2020-06-10,2025-05-17,2025-05-17,118.5307
2020-06-11,2025-05-17,2025-05-17,119.2435
2020-06-12,2025-05-17,2025-05-17,119.6719
2020-06-15,2025-05-17,2025-05-17,119.9622
2020-06-16,2025-05-17,2025-05-17,119.5744
2020-06-17,2025-05-17,2025-05-17,119.918
2020-06-18,2025-05-17,2025-05-17,120.2252
2020-06-19,2025-05-17,2025-05-17,120.226
2020-06-22,2025-05-17,2025-05-17,119.7613
2020-06-23,2025-05-17,2025-05-17,119.3372
2020-06-24,2025-05-17,2025-05-17,119.9834
2020-06-25,2025-05-17,2025-05-17,120.3089
2020-06-26,2025-05-17,2025-05-17,120.5425
2020-06-29,2025-05-17,2025-05-17,120.6757
2020-06-30,2025-05-17,2025-05-17,120.4746
2020-07-01,2025-05-17,2025-05-17,120.0902
2020-07-02,2025-05-17,2025-05-17,119.8648
2020-07-03,2025-05-17,2025-05-17,
2020-07-06,2025-05-17,2025-05-17,119.2941
2020-07-07,2025-05-17,2025-05-17,119.5814
2020-07-08,2025-05-17,2025-05-17,119.5625
2020-07-09,2025-05-17,2025-05-17,119.5221
2020-07-10,2025-05-17,2025-05-17,119.3601
2020-07-13,2025-05-17,2025-05-17,119.1984
2020-07-14,2025-05-17,2025-05-17,119.3999
2020-07-15,2025-05-17,2025-05-17,119.0423
2020-07-16,2025-05-17,2025-05-17,118.9368
2020-07-17,2025-05-17,2025-05-17,119.134
2020-07-20,2025-05-17,2025-05-17,119.0588
2020-07-21,2025-05-17,2025-05-17,118.4145
2020-07-22,2025-05-17,2025-05-17,118.1446
2020-07-23,2025-05-17,2025-05-17,118.0724
2020-07-24,2025-05-17,2025-05-17,118.1445
2020-07-27,2025-05-17,2025-05-17,117.3982
2020-07-28,2025-05-17,2025-05-17,117.3301
2020-07-29,2025-05-17,2025-05-17,117.2242
2020-07-30,2025-05-17,2025-05-17,117.4133
2020-07-31,2025-05-17,2025-05-17,117.2208
2020-08-03,2025-05-17,2025-05-17,117.8199
2020-08-04,2025-05-17,2025-05-17,117.7962
2020-08-05,2025-05-17,2025-05-17,116.8865
2020-08-06,2025-05-17,2025-05-17,117.055
2020-08-07,2025-05-17,2025-05-17,117.6365
2020-08-10,2025-05-17,2025-05-17,117.5946
2020-08-11,2025-05-17,2025-05-17,117.3902
2020-08-12,2025-05-17,2025-05-17,117.2679
2020-08-13,2025-05-17,2025-05-17,117.1313
2020-08-14,2025-05-17,2025-05-17,116.9512
2020-08-17,2025-05-17,2025-05-17,116.7609
2020-08-18,2025-05-17,2025-05-17,116.5722
2020-08-19,2025-05-17,2025-05-17,116.5789
2020-08-20,2025-05-17,2025-05-17,116.8243
2020-08-21,2025-05-17,2025-05-17,117.0682
2020-08-24,2025-05-17,2025-05-17,116.9238
2020-08-25,2025-05-17,2025-05-17,116.8324
2020-08-26,2025-05-17,2025-05-17,116.6358
2020-08-27,2025-05-17,2025-05-17,116.6614
2020-08-28,2025-05-17,2025-05-17,115.9506
2020-08-31,2025-05-17,2025-05-17,115.7717
2020-09-01,2025-05-17,2025-05-17,115.5814
2020-09-02,2025-05-17,2025-05-17,116.0423
2020-09-03,2025-05-17,2025-05-17,116.0799
2020-09-04,2025-05-17,2025-05-17,116.0457
2020-09-07,2025-05-17,2025-05-17,
2020-09-08,2025-05-17,2025-05-17,116.4725
2020-09-09,2025-05-17,2025-05-17,116.1396
2020-09-10,2025-05-17,2025-05-17,115.8906
2020-09-11,2025-05-17,2025-05-17,116.0963
2020-09-14,2025-05-17,2025-05-17,115.6523
2020-09-15,2025-05-17,2025-05-17,115.5996
2020-09-16,2025-05-17,2025-05-17,115.3623
2020-09-17,2025-05-17,2025-05-17,115.4476
2020-09-18,2025-05-17,2025-05-17,115.248
2020-09-21,2025-05-17,2025-05-17,116.3873
2020-09-22,2025-05-17,2025-05-17,116.5529
2020-09-23,2025-05-17,2025-05-17,117.2631
2020-09-24,2025-05-17,2025-05-17,117.5578
2020-09-25,2025-05-17,2025-05-17,117.8786
2020-09-28,2025-05-17,2025-05-17,117.629
2020-09-29,2025-05-17,2025-05-17,117.5379
2020-09-30,2025-05-17,2025-05-17,116.957
2020-10-01,2025-05-17,2025-05-17,116.7339
2020-10-02,2025-05-17,2025-05-17,116.7424
2020-10-05,2025-05-17,2025-05-17,116.187
2020-10-06,2025-05-17,2025-05-17,116.2781
2020-10-07,2025-05-17,2025-05-17,116.3548
2020-10-08,2025-05-17,2025-05-17,116.1753
2020-10-09,2025-05-17,2025-05-17,115.2843
2020-10-12,2025-05-17,2025-05-17,
2020-10-13,2025-05-17,2025-05-17,115.9193
2020-10-14,2025-05-17,2025-05-17,115.6959
2020-10-15,2025-05-17,2025-05-17,116.1046
2020-10-16,2025-05-17,2025-05-17,115.7754
2020-10-19,2025-05-17,2025-05-17,115.4109
2020-10-20,2025-05-17,2025-05-17,115.2558
2020-10-21,2025-05-17,2025-05-17,114.9185
2020-10-22,2025-05-17,2025-05-17,115.1234
2020-10-23,2025-05-17,2025-05-17,115.0198
2020-10-26,2025-05-17,2025-05-17,115.2872
2020-10-27,2025-05-17,2025-05-17,115.0206
2020-10-28,2025-05-17,2025-05-17,115.8099
2020-10-29,2025-05-17,2025-05-17,116.3138
2020-10-30,2025-05-17,2025-05-17,116.1417
2020-11-02,2025-05-17,2025-05-17,116.2425
2020-11-03,2025-05-17,2025-05-17,115.4864
2020-11-04,2025-05-17,2025-05-17,115.1733
2020-11-05,2025-05-17,2025-05-17,114.4615
2020-11-06,2025-05-17,2025-05-17,113.9977
2020-11-09,2025-05-17,2025-05-17,114.0942
2020-11-10,2025-05-17,2025-05-17,114.0802
2020-11-11,2025-05-17,2025-05-17,
2020-11-12,2025-05-17,2025-05-17,114.2889
2020-11-13,2025-05-17,2025-05-17,114.2445
2020-11-16,2025-05-17,2025-05-17,113.8356
2020-11-17,2025-05-17,2025-05-17,113.6864
2020-11-18,2025-05-17,2025-05-17,113.4645
2020-11-19,2025-05-17,2025-05-17,113.6982
2020-11-20,2025-05-17,2025-05-17,113.4932
2020-11-23,2025-05-17,2025-05-17,113.759
2020-11-24,2025-05-17,2025-05-17,113.4361
2020-11-25,2025-05-17,2025-05-17,113.1871
2020-11-26,2025-05-17,2025-05-17,
2020-11-27,2025-05-17,2025-05-17,
2020-11-30,2025-05-17,2025-05-17,113.2308
2020-12-01,2025-05-17,2025-05-17,112.8122
2020-12-02,2025-05-17,2025-05-17,112.6174
2020-12-03,2025-05-17,2025-05-17,112.0293
2020-12-04,2025-05-17,2025-05-17,111.7826
2020-12-07,2025-05-17,2025-05-17,111.8431
2020-12-08,2025-05-17,2025-05-17,111.8684
2020-12-09,2025-05-17,2025-05-17,112.0353
2020-12-10,2025-05-17,2025-05-17,111.9839
2020-12-11,2025-05-17,2025-05-17,112.1469
2020-12-14,2025-05-17,2025-05-17,112.177
2020-12-15,2025-05-17,2025-05-17,111.866
2020-12-16,2025-05-17,2025-05-17,111.7215
2020-12-17,2025-05-17,2025-05-17,111.2286
2020-12-18,2025-05-17,2025-05-17,111.6136
2020-12-21,2025-05-17,2025-05-17,111.9477
2020-12-22,2025-05-17,2025-05-17,112.201
2020-12-23,2025-05-17,2025-05-17,111.9873
2020-12-24,2025-05-17,2025-05-17,
2020-12-25,2025-05-17,2025-05-17,
2020-12-28,2025-05-17,2025-05-17,111.9821
2020-12-29,2025-05-17,2025-05-17,111.524
2020-12-30,2025-05-17,2025-05-17,111.3156
2020-12-31,2025-05-17,2025-05-17,111.324
2021-01-01,2025-05-17,2025-05-17,
2021-01-04,2025-05-17,2025-05-17,111.2143
2021-01-05,2025-05-17,2025-05-17,110.9649
2021-01-06,2025-05-17,2025-05-17,110.8573
2021-01-07,2025-05-17,2025-05-17,111.3124
2021-01-08,2025-05-17,2025-05-17,111.293
2021-01-11,2025-05-17,2025-05-17,111.8342
2021-01-12,2025-05-17,2025-05-17,111.5584
2021-01-13,2025-05-17,2025-05-17,111.3702
2021-01-14,2025-05-17,2025-05-17,111.1639
2021-01-15,2025-05-17,2025-05-17,111.5168
2021-01-18,2025-05-17,2025-05-17,
2021-01-19,2025-05-17,2025-05-17,111.4591
2021-01-20,2025-05-17,2025-05-17,
2021-01-21,2025-05-17,2025-05-17,111.2044
2021-01-22,2025-05-17,2025-05-17,111.5602
2021-01-25,2025-05-17,2025-05-17,111.8767
2021-01-26,2025-05-17,2025-05-17,111.6661
2021-01-27,2025-05-17,2025-05-17,112.0876
2021-01-28,2025-05-17,2025-05-17,112.015
2021-01-29,2025-05-17,2025-05-17,111.9604
2021-02-01,2025-05-17,2025-05-17,112.4282
2021-02-02,2025-05-17,2025-05-17,112.2937
2021-02-03,2025-05-17,2025-05-17,112.2648
2021-02-04,2025-05-17,2025-05-17,112.756
2021-02-05,2025-05-17,2025-05-17,112.2463
2021-02-08,2025-05-17,2025-05-17,112.0512
2021-02-09,2025-05-17,2025-05-17,111.7768
2021-02-10,2025-05-17,2025-05-17,111.5929
2021-02-11,2025-05-17,2025-05-17,111.5364
2021-02-12,2025-05-17,2025-05-17,111.4981
2021-02-15,2025-05-17,2025-05-17,
2021-02-16,2025-05-17,2025-05-17,111.7984
2021-02-17,2025-05-17,2025-05-17,112.03
2021-02-18,2025-05-17,2025-05-17,112.1718
2021-02-19,2025-05-17,2025-05-17,111.7179
2021-02-22,2025-05-17,2025-05-17,111.9316
2021-02-23,2025-05-17,2025-05-17,111.911
2021-02-24,2025-05-17,2025-05-17,111.7339
2021-02-25,2025-05-17,2025-05-17,111.9402
2021-02-26,2025-05-17,2025-05-17,112.8433
2021-03-01,2025-05-17,2025-05-17,112.538
2021-03-02,2025-05-17,2025-05-17,112.5472
2021-03-03,2025-05-17,2025-05-17,112.7761
2021-03-04,2025-05-17,2025-05-17,112.717
2021-03-05,2025-05-17,2025-05-17,113.7626
2021-03-08,2025-05-17,2025-05-17,114.2824
2021-03-09,2025-05-17,2025-05-17,113.9431
2021-03-10,2025-05-17,2025-05-17,113.6015
2021-03-11,2025-05-17,2025-05-17,112.9345
2021-03-12,2025-05-17,2025-05-17,113.0403
2021-03-15,2025-05-17,2025-05-17,113.2065
2021-03-16,2025-05-17,2025-05-17,112.997
2021-03-17,2025-05-17,2025-05-17,113.1726
2021-03-18,2025-05-17,2025-05-17,112.7872
2021-03-19,2025-05-17,2025-05-17,112.9877
2021-03-22,2025-05-17,2025-05-17,113.0154
2021-03-23,2025-05-17,2025-05-17,113.3038
2021-03-24,2025-05-17,2025-05-17,113.669
2021-03-25,2025-05-17,2025-05-17,114.014
2021-03-26,2025-05-17,2025-05-17,113.7532
2021-03-29,2025-05-17,2025-05-17,113.9447
2021-03-30,2025-05-17,2025-05-17,114.2152
2021-03-31,2025-05-17,2025-05-17,113.8351
2021-04-01,2025-05-17,2025-05-17,113.7504
2021-04-02,2025-05-17,2025-05-17,113.7429
2021-04-05,2025-05-17,2025-05-17,113.406
2021-04-06,2025-05-17,2025-05-17,113.1575
2021-04-07,2025-05-17,2025-05-17,113.254
2021-04-08,2025-05-17,2025-05-17,113.1015
2021-04-09,2025-05-17,2025-05-17,113.2132
2021-04-12,2025-05-17,2025-05-17,113.1916
2021-04-13,2025-05-17,2025-05-17,113.0489
2021-04-14,2025-05-17,2025-05-17,112.7951
2021-04-15,2025-05-17,2025-05-17,112.6274
2021-04-16,2025-05-17,2025-05-17,112.4913
2021-04-19,2025-05-17,2025-05-17,112.1929
2021-04-20,2025-05-17,2025-05-17,112.2444
2021-04-21,2025-05-17,2025-05-17,112.1862
2021-04-22,2025-05-17,2025-05-17,112.2385
2021-04-23,2025-05-17,2025-05-17,112.0981
2021-04-26,2025-05-17,2025-05-17,111.8207
2021-04-27,2025-05-17,2025-05-17,111.9203
2021-04-28,2025-05-17,2025-05-17,111.8015
2021-04-29,2025-05-17,2025-05-17,111.7583
2021-04-30,2025-05-17,2025-05-17,112.0959
2021-05-03,2025-05-17,2025-05-17,112.0176
2021-05-04,2025-05-17,2025-05-17,112.3021
2021-05-05,2025-05-17,2025-05-17,112.1639
2021-05-06,2025-05-17,2025-05-17,111.8525
2021-05-07,2025-05-17,2025-05-17,111.0372
2021-05-10,2025-05-17,2025-05-17,110.803
2021-05-11,2025-05-17,2025-05-17,110.904
2021-05-12,2025-05-17,2025-05-17,111.5762
2021-05-13,2025-05-17,2025-05-17,111.6079
2021-05-14,2025-05-17,2025-05-17,111.1476
2021-05-17,2025-05-17,2025-05-17,111.0913
2021-05-18,2025-05-17,2025-05-17,110.8446
2021-05-19,2025-05-17,2025-05-17,110.8933
2021-05-20,2025-05-17,2025-05-17,110.8741
2021-05-21,2025-05-17,2025-05-17,111.0714
2021-05-24,2025-05-17,2025-05-17,110.9254
2021-05-25,2025-05-17,2025-05-17,110.8557
2021-05-26,2025-05-17,2025-05-17,110.8814
2021-05-27,2025-05-17,2025-05-17,110.8829
2021-05-28,2025-05-17,2025-05-17,110.7711
2021-05-31,2025-05-17,2025-05-17,
2021-06-01,2025-05-17,2025-05-17,110.5179
2021-06-02,2025-05-17,2025-05-17,110.5924
2021-06-03,2025-05-17,2025-05-17,111.1905
2021-06-04,2025-05-17,2025-05-17,110.7645
2021-06-07,2025-05-17,2025-05-17,110.5275
2021-06-08,2025-05-17,2025-05-17,110.6608
2021-06-09,2025-05-17,2025-05-17,110.582
2021-06-10,2025-05-17,2025-05-17,110.557
2021-06-11,2025-05-17,2025-05-17,111.1052
2021-06-14,2025-05-17,2025-05-17,110.9779
2021-06-15,2025-05-17,2025-05-17,111.3634
2021-06-16,2025-05-17,2025-05-17,111.1287
2021-06-17,2025-05-17,2025-05-17,112.5881
2021-06-18,2025-05-17,2025-05-17,113.0517
2021-06-21,2025-05-17,2025-05-17,112.8506
2021-06-22,2025-05-17,2025-05-17,112.929
2021-06-23,2025-05-17,2025-05-17,112.3931
2021-06-24,2025-05-17,2025-05-17,112.3357
2021-06-25,2025-05-17,2025-05-17,111.9742
2021-06-28,2025-05-17,2025-05-17,112.033
2021-06-29,2025-05-17,2025-05-17,112.2692
2021-06-30,2025-05-17,2025-05-17,112.5613
2021-07-01,2025-05-17,2025-05-17,112.7484
2021-07-02,2025-05-17,2025-05-17,112.5507
2021-07-05,2025-05-17,2025-05-17,
2021-07-06,2025-05-17,2025-05-17,112.9602
2021-07-07,2025-05-17,2025-05-17,113.1136
2021-07-08,2025-05-17,2025-05-17,113.0863
2021-07-09,2025-05-17,2025-05-17,112.8468
2021-07-12,2025-05-17,2025-05-17,112.7701
2021-07-13,2025-05-17,2025-05-17,113.0153
2021-07-14,2025-05-17,2025-05-17,112.8885
2021-07-15,2025-05-17,2025-05-17,113.0122
2021-07-16,2025-05-17,2025-05-17,113.0504
2021-07-19,2025-05-17,2025-05-17,113.5547
2021-07-20,2025-05-17,2025-05-17,113.7582
2021-07-21,2025-05-17,2025-05-17,113.4018
2021-07-22,2025-05-17,2025-05-17,113.4788
2021-07-23,2025-05-17,2025-05-17,113.4486
2021-07-26,2025-05-17,2025-05-17,113.2335
2021-07-27,2025-05-17,2025-05-17,113.2321
2021-07-28,2025-05-17,2025-05-17,113.1899
2021-07-29,2025-05-17,2025-05-17,112.4927
2021-07-30,2025-05-17,2025-05-17,112.6808
2021-08-02,2025-05-17,2025-05-17,112.6784
2021-08-03,2025-05-17,2025-05-17,112.8331
2021-08-04,2025-05-17,2025-05-17,112.906
2021-08-05,2025-05-17,2025-05-17,112.778
2021-08-06,2025-05-17,2025-05-17,113.3192
2021-08-09,2025-05-17,2025-05-17,113.4625
2021-08-10,2025-05-17,2025-05-17,113.5072
2021-08-11,2025-05-17,2025-05-17,113.2917
2021-08-12,2025-05-17,2025-05-17,113.278
2021-08-13,2025-05-17,2025-05-17,113.0708
2021-08-16,2025-05-17,2025-05-17,113.179
2021-08-17,2025-05-17,2025-05-17,113.6263
2021-08-18,2025-05-17,2025-05-17,113.705
2021-08-19,2025-05-17,2025-05-17,114.1195
2021-08-20,2025-05-17,2025-05-17,114.5108
2021-08-23,2025-05-17,2025-05-17,113.9526
2021-08-24,2025-05-17,2025-05-17,113.6899
2021-08-25,2025-05-17,2025-05-17,113.6424
2021-08-26,2025-05-17,2025-05-17,113.7986
2021-08-27,2025-05-17,2025-05-17,113.3511
2021-08-30,2025-05-17,2025-05-17,113.256
2021-08-31,2025-05-17,2025-05-17,113.1175
2021-09-01,2025-05-17,2025-05-17,112.8832
2021-09-02,2025-05-17,2025-05-17,112.7966
2021-09-03,2025-05-17,2025-05-17,112.558
2021-09-06,2025-05-17,2025-05-17,
2021-09-07,2025-05-17,2025-05-17,112.9892
2021-09-08,2025-05-17,2025-05-17,113.2414
2021-09-09,2025-05-17,2025-05-17,113.053
2021-09-10,2025-05-17,2025-05-17,112.9519
2021-09-13,2025-05-17,2025-05-17,113.0432
2021-09-14,2025-05-17,2025-05-17,113.0151
2021-09-15,2025-05-17,2025-05-17,112.9862
2021-09-16,2025-05-17,2025-05-17,113.3122
2021-09-17,2025-05-17,2025-05-17,113.6074
2021-09-20,2025-05-17,2025-05-17,113.9511
2021-09-21,2025-05-17,2025-05-17,113.8266
2021-09-22,2025-05-17,2025-05-17,113.631
2021-09-23,2025-05-17,2025-05-17,113.5224
2021-09-24,2025-05-17,2025-05-17,113.7694
2021-09-27,2025-05-17,2025-05-17,113.7532
2021-09-28,2025-05-17,2025-05-17,114.2571
2021-09-29,2025-05-17,2025-05-17,114.7191
2021-09-30,2025-05-17,2025-05-17,114.6504
2021-10-01,2025-05-17,2025-05-17,114.3899
2021-10-04,2025-05-17,2025-05-17,114.2847
2021-10-05,2025-05-17,2025-05-17,114.3767
2021-10-06,2025-05-17,2025-05-17,114.7292
2021-10-07,2025-05-17,2025-05-17,114.5156
2021-10-08,2025-05-17,2025-05-17,114.6108
2021-10-11,2025-05-17,2025-05-17,
2021-10-12,2025-05-17,2025-05-17,114.7667
2021-10-13,2025-05-17,2025-05-17,114.4827
2021-10-14,2025-05-17,2025-05-17,114.2181
2021-10-15,2025-05-17,2025-05-17,114.1033
2021-10-18,2025-05-17,2025-05-17,114.0022
2021-10-19,2025-05-17,2025-05-17,113.6595
2021-10-20,2025-05-17,2025-05-17,113.521
2021-10-21,2025-05-17,2025-05-17,113.6322
2021-10-22,2025-05-17,2025-05-17,113.6828
2021-10-25,2025-05-17,2025-05-17,113.6172
2021-10-26,2025-05-17,2025-05-17,113.6863
2021-10-27,2025-05-17,2025-05-17,113.6342
2021-10-28,2025-05-17,2025-05-17,113.453
2021-10-29,2025-05-17,2025-05-17,114.149
2021-11-01,2025-05-17,2025-05-17,114.2231
2021-11-02,2025-05-17,2025-05-17,114.2997
2021-11-03,2025-05-17,2025-05-17,114.3754
2021-11-04,2025-05-17,2025-05-17,114.37
2021-11-05,2025-05-17,2025-05-17,114.0865
2021-11-08,2025-05-17,2025-05-17,113.8391
2021-11-09,2025-05-17,2025-05-17,113.7746
2021-11-10,2025-05-17,2025-05-17,114.1611
2021-11-11,2025-05-17,2025-05-17,
